class_161,advancement.Advancement
class_8994,data.server.loottable.onetwentyone.OneTwentyOneChestLootTableGenerator
class_9249,data.server.loottable.onetwentyone.OneTwentyOneEntityLootTableGenerator
class_8903,data.server.loottable.onetwentyone.OneTwentyOneLootTableProviders
class_9339,data.server.loottable.onetwentyone.OneTwentyOneShearingLootTableGenerator
class_8794,data.server.loottable.rebalance.TradeRebalanceChestLootTableGenerator
class_8795,data.server.loottable.rebalance.TradeRebalanceLootTableProviders
class_8255,data.server.loottable.vanilla.VanillaArchaeologyLootTableGenerator
class_4845,data.server.loottable.vanilla.VanillaBarterLootTableGenerator
class_2430,data.server.loottable.vanilla.VanillaBlockLootTableGenerator
class_2432,data.server.loottable.vanilla.VanillaChestLootTableGenerator
class_2434,data.server.loottable.vanilla.VanillaEntityLootTableGenerator
class_2437,data.server.loottable.vanilla.VanillaFishingLootTableGenerator
class_3714,data.server.loottable.vanilla.VanillaGiftLootTableGenerator
class_7794,data.server.loottable.vanilla.VanillaLootTableProviders
class_9340,data.server.loottable.vanilla.VanillaShearingLootTableGenerator
class_7801,data.server.recipe.BundleRecipeProvider
class_2456,data.server.recipe.ComplexRecipeJsonBuilder
class_2454,data.server.recipe.CookingRecipeJsonBuilder
class_5797,data.server.recipe.CraftingRecipeJsonBuilder
class_8904,data.server.recipe.OneTwentyOneRecipeProvider
class_8790,data.server.recipe.RecipeExporter
class_2446,data.server.recipe.RecipeProvider
class_2447,data.server.recipe.ShapedRecipeJsonBuilder
class_2450,data.server.recipe.ShapelessRecipeJsonBuilder
class_3981,data.server.recipe.SingleItemRecipeJsonBuilder
class_8074,data.server.recipe.SmithingTransformRecipeJsonBuilder
class_8076,data.server.recipe.SmithingTrimRecipeJsonBuilder
class_7803,data.server.recipe.VanillaRecipeProvider
class_7805,data.server.tag.ItemTagProvider
class_8995,data.server.tag.onetwentyone.OneTwentyOneBiomeTagProvider
class_8907,data.server.tag.onetwentyone.OneTwentyOneBlockTagProvider
class_8996,data.server.tag.onetwentyone.OneTwentyOneDamageTypeTagProvider
class_8997,data.server.tag.onetwentyone.OneTwentyOneEntityTypeTagProvider
class_8908,data.server.tag.onetwentyone.OneTwentyOneItemTagProvider
class_8799,data.server.tag.rebalance.RebalanceStructureTagProvider
class_2474,data.server.tag.TagProvider
class_7889,data.server.tag.ValueLookupTagProvider
class_7458,data.server.tag.vanilla.VanillaBannerPatternTagProvider
class_6957,data.server.tag.vanilla.VanillaBiomeTagProvider
class_2466,data.server.tag.vanilla.VanillaBlockTagProvider
class_7393,data.server.tag.vanilla.VanillaCatVariantTagProvider
class_8142,data.server.tag.vanilla.VanillaDamageTypeTagProvider
class_2467,data.server.tag.vanilla.VanillaEntityTypeTagProvider
class_7229,data.server.tag.vanilla.VanillaFlatLevelGeneratorPresetTagProvider
class_2469,data.server.tag.vanilla.VanillaFluidTagProvider
class_5746,data.server.tag.vanilla.VanillaGameEventTagProvider
class_7459,data.server.tag.vanilla.VanillaInstrumentTagProvider
class_2471,data.server.tag.vanilla.VanillaItemTagProvider
class_7416,data.server.tag.vanilla.VanillaPaintingVariantTagProvider
class_7491,data.server.tag.vanilla.VanillaPointOfInterestTypeTagProvider
class_7071,data.server.tag.vanilla.VanillaStructureTagProvider
class_7230,data.server.tag.vanilla.VanillaWorldPresetTagProvider
class_2463,data.SnbtProvider
class_3843,data.validate.StructureValidatorProvider
class_4284,datafixer.DataFixTypes
class_4958,datafixer.fix.AbstractUuidFix
class_6636,datafixer.fix.AddFlagIfNotPresentFix
class_1215,datafixer.fix.AddTrappedChestFix
class_7370,datafixer.fix.AdvancementCriteriaRenameFix
class_4744,datafixer.fix.AdvancementRenameFix
class_3555,datafixer.fix.AdvancementsFix
class_9263,datafixer.fix.AreaEffectCloudPotionFix
class_5946,datafixer.fix.ArrowPickupFix
class_9264,datafixer.fix.BannerPatternFormatFix
class_3557,datafixer.fix.BedBlockEntityFix
class_3559,datafixer.fix.BedItemColorFix
class_9265,datafixer.fix.BeehiveFieldRenameFix
class_4541,datafixer.fix.BiomeFormatFix
class_5196,datafixer.fix.BitStorageAlignFix
class_7090,datafixer.fix.BlendingDataFix
class_7589,datafixer.fix.BlendingDataRemoveFromNetherEndFix
class_3564,datafixer.fix.BlockEntityBannerColorFix
class_3566,datafixer.fix.BlockEntityBlockStateFix
class_3567,datafixer.fix.BlockEntityCustomNameToTextFix
class_3571,datafixer.fix.BlockEntityIdFix
class_3573,datafixer.fix.BlockEntityJukeboxFix
class_3574,datafixer.fix.BlockEntityKeepPackedFix
class_3575,datafixer.fix.BlockEntityShulkerBoxColorFix
class_3577,datafixer.fix.BlockEntitySignTextStrictJsonFix
class_4959,datafixer.fix.BlockEntityUuidFix
class_3579,datafixer.fix.BlockNameFix
class_3578,datafixer.fix.BlockNameFlatteningFix
class_9230,datafixer.fix.BlockPosFormatFix
class_3580,datafixer.fix.BlockStateFlattening
class_3581,datafixer.fix.BlockStateStructureTemplateFix
class_3903,datafixer.fix.CatTypeFix
class_5528,datafixer.fix.CauldronRenameFix
class_1197,datafixer.fix.ChoiceFix
class_3553,datafixer.fix.ChoiceTypesFix
class_8877,datafixer.fix.ChoiceWriteReadFix
class_7091,datafixer.fix.ChunkDeleteIgnoredLightDataFix
class_8525,datafixer.fix.ChunkDeleteLightFix
class_6637,datafixer.fix.ChunkHeightAndBiomeFix
class_6742,datafixer.fix.ChunkLevelTagRenameFix
class_3755,datafixer.fix.ChunkLightRemoveFix
class_3582,datafixer.fix.ChunkPalettedStorageFix
class_3589,datafixer.fix.ChunkStatusFix
class_3788,datafixer.fix.ChunkStatusFix2
class_3590,datafixer.fix.ChunkStructuresTemplateRenameFix
class_3591,datafixer.fix.ChunkToProtoChunkFix
class_3592,datafixer.fix.ColorlessShulkerEntityFix
class_9342,datafixer.fix.ComponentFix
class_8504,datafixer.fix.DecoratedPotFieldRenameFix
class_8625,datafixer.fix.DropInvalidSignDatafixDataFix
class_9266,datafixer.fix.EmptyItemInHotbarFix
class_3594,datafixer.fix.EntityArmorStandSilentFix
class_3595,datafixer.fix.EntityBlockStateFix
class_8222,datafixer.fix.EntityBrushableBlockFieldsRenameFix
class_3725,datafixer.fix.EntityCatSplitFix
class_3596,datafixer.fix.EntityCodSalmonFix
class_3597,datafixer.fix.EntityCustomNameToTextFix
class_3598,datafixer.fix.EntityElderGuardianSplitFix
class_3599,datafixer.fix.EntityEquipmentToArmorAndHandFix
class_3600,datafixer.fix.EntityHealthFix
class_3601,datafixer.fix.EntityHorseSaddleFix
class_3602,datafixer.fix.EntityHorseSplitFix
class_3603,datafixer.fix.EntityIdFix
class_3604,datafixer.fix.EntityItemFrameDirectionFix
class_3605,datafixer.fix.EntityMinecartIdentifiersFix
class_7407,datafixer.fix.EntityPaintingFieldsRenameFix
class_3607,datafixer.fix.EntityPaintingMotiveFix
class_4860,datafixer.fix.EntityProjectileOwnerFix
class_3608,datafixer.fix.EntityPufferfishRenameFix
class_3983,datafixer.fix.EntityRavagerRenameFix
class_1165,datafixer.fix.EntityRedundantChanceTagsFix
class_1211,datafixer.fix.EntityRenameFix
class_1166,datafixer.fix.EntityRidingToPassengerFix
class_1169,datafixer.fix.EntityShulkerColorFix
class_5277,datafixer.fix.EntityShulkerRotationFix
class_1212,datafixer.fix.EntitySimpleTransformFix
class_1168,datafixer.fix.EntitySkeletonSplitFix
class_1171,datafixer.fix.EntityStringUuidFix
class_1170,datafixer.fix.EntityTheRenameningBlockFix
class_1173,datafixer.fix.EntityTippedArrowFix
class_1167,datafixer.fix.EntityTransformFix
class_4960,datafixer.fix.EntityUuidFix
class_7371,datafixer.fix.EntityVariantTypeFix
class_1172,datafixer.fix.EntityWolfColorFix
class_1175,datafixer.fix.EntityZombieSplitFix
class_1174,datafixer.fix.EntityZombieVillagerTypeFix
class_4846,datafixer.fix.EntityZombifiedPiglinRenameFix
class_4752,datafixer.fix.FurnaceRecipesFix
class_7293,datafixer.fix.GameEventRenamesFix
class_7442,datafixer.fix.GoatHornIdFix
class_7520,datafixer.fix.GoatMissingStateFix
class_3606,datafixer.fix.HangingEntityFix
class_1177,datafixer.fix.HeightmapRenamingFix
class_9183,datafixer.fix.HorseArmorFix
class_9182,datafixer.fix.HorseChestIndexingFix
class_1176,datafixer.fix.IglooMetadataRemovalFix
class_1179,datafixer.fix.ItemBannerColorFix
class_1178,datafixer.fix.ItemCustomNameToComponentFix
class_1181,datafixer.fix.ItemIdFix
class_1186,datafixer.fix.ItemInstanceMapIdFix
class_1189,datafixer.fix.ItemInstanceSpawnEggFix
class_1188,datafixer.fix.ItemInstanceTheFlatteningFix
class_1180,datafixer.fix.ItemLoreToTextFix
class_1182,datafixer.fix.ItemNameFix
class_7505,datafixer.fix.ItemNbtFix
class_1183,datafixer.fix.ItemPotionFix
class_7641,datafixer.fix.ItemRemoveBlockEntityTagFix
class_1185,datafixer.fix.ItemShulkerBoxColorFix
class_1184,datafixer.fix.ItemSpawnEggFix
class_9267,datafixer.fix.ItemStackComponentizationFix
class_1187,datafixer.fix.ItemStackEnchantmentFix
class_4961,datafixer.fix.ItemStackUuidFix
class_1190,datafixer.fix.ItemWaterPotionFix
class_1194,datafixer.fix.ItemWrittenBookPagesStrictJsonFix
class_4977,datafixer.fix.JigsawPropertiesFix
class_4978,datafixer.fix.JigsawRotationFix
class_1191,datafixer.fix.LeavesFix
class_8575,datafixer.fix.LegacyDragonFightFix
class_1196,datafixer.fix.LevelDataGeneratorOptionsFix
class_1195,datafixer.fix.LevelFlatGeneratorInfoFix
class_8876,datafixer.fix.LevelLegacyWorldGenSettingsFix
class_9343,datafixer.fix.LodestoneCompassComponentFix
class_9231,datafixer.fix.MapBannerBlockPosFormatFix
class_3970,datafixer.fix.MapIdFix
class_4803,datafixer.fix.MemoryExpiryDataFix
class_5396,datafixer.fix.MissingDimensionFix
class_1198,datafixer.fix.MobSpawnerEntityIdentifiersFix
class_3904,datafixer.fix.NewVillageFix
class_1200,datafixer.fix.ObjectiveDisplayNameFix
class_1199,datafixer.fix.ObjectiveRenderTypeFix
class_4299,datafixer.fix.OminousBannerBlockEntityRenameFix
class_4294,datafixer.fix.OminousBannerItemRenameFix
class_5404,datafixer.fix.OptionFix
class_8014,datafixer.fix.OptionsAccessibilityOnboardFix
class_4092,datafixer.fix.OptionsAddTextBackgroundFix
class_8004,datafixer.fix.OptionsAmbientOcclusionFix
class_1202,datafixer.fix.OptionsForceVBOFix
class_1201,datafixer.fix.OptionsKeyLwjgl3Fix
class_1204,datafixer.fix.OptionsKeyTranslationFix
class_1203,datafixer.fix.OptionsLowerCaseLanguageFix
class_7683,datafixer.fix.OptionsProgrammerArtFix
class_4964,datafixer.fix.PersistentStateUuidFix
class_9344,datafixer.fix.PlayerHeadBlockProfileFix
class_4963,datafixer.fix.PlayerUuidFix
class_4620,datafixer.fix.PointOfInterestFix
class_7506,datafixer.fix.PointOfInterestRemoveFix
class_7507,datafixer.fix.PointOfInterestRenameFix
class_4285,datafixer.fix.PointOfInterestReorganizationFix
class_8878,datafixer.fix.PrimedTntBlockStateFix
class_8918,datafixer.fix.ProjectileItemTypeFix
class_6740,datafixer.fix.ProtoChunkTickListFix
class_8626,datafixer.fix.RandomSequenceSettingsFix
class_5255,datafixer.fix.RedstoneConnectionsFix
class_8223,datafixer.fix.RemoveFeatureTogglesFix
class_7503,datafixer.fix.RemoveFilteredBookTextFix
class_7504,datafixer.fix.RemoveFilteredSignTextFix
class_5429,datafixer.fix.RemoveGolemGossipFix
class_4731,datafixer.fix.RemovePoiValidTagFix
class_8220,datafixer.fix.RenameBlockEntityFix
class_8505,datafixer.fix.RenameChunkStatusFix
class_9106,datafixer.fix.RenameEnchantmentFix
class_5129,datafixer.fix.RenameEntityAttributesFix
class_8627,datafixer.fix.RenameScoreboardDisplaySlotFix
class_7508,datafixer.fix.RenameVariantsFix
class_1214,datafixer.fix.StatsCounterFix
class_1213,datafixer.fix.StatsRenameFix
class_8079,datafixer.fix.StatusEffectDurationFix
class_8744,datafixer.fix.StatusEffectFix
class_5256,datafixer.fix.StriderGravityFix
class_5947,datafixer.fix.StructureFeatureChildrenPoolElementFix
class_4695,datafixer.fix.StructureReferenceFix
class_5299,datafixer.fix.StructureSeparationDataFix
class_6867,datafixer.fix.StructureSettingsFlattenFix
class_7046,datafixer.fix.StructuresToConfiguredStructuresFix
class_1217,datafixer.fix.TeamDisplayNameFix
class_8809,datafixer.fix.TextFixes
class_6909,datafixer.fix.TicksInWrongChunkFix
class_9269,datafixer.fix.TippedArrowPotionToItemFix
class_6503,datafixer.fix.UntaggedSpawnerFix
class_8221,datafixer.fix.UpdateSignTextFormatFix
class_5273,datafixer.fix.VillagerFollowRangeFix
class_4976,datafixer.fix.VillagerGossipFix
class_3845,datafixer.fix.VillagerProfessionFix
class_1219,datafixer.fix.VillagerTradeFix
class_4300,datafixer.fix.VillagerXpRebuildFix
class_4754,datafixer.fix.WallPropertyFix
class_6858,datafixer.fix.WeaponsmithChestLootTableFix
class_9229,datafixer.fix.WolfHealthFix
class_6638,datafixer.fix.WorldGenSettingsDisallowOldCustomWorldsFix
class_6639,datafixer.fix.WorldGenSettingsHeightAndBiomeFix
class_4962,datafixer.fix.WorldUuidFix
class_1218,datafixer.fix.WriteAndReadFix
